Protocol,Flow Duration,Total Fwd Packets,Fwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Mean,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Variance,FIN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Std,Label
-0.6570128223658981,-0.6419891267859665,-0.009203083334624334,-0.12567297035797192,-0.30467097008784505,-0.2238359852783009,-0.31473551441892167,-0.6700343860181988,-0.536740282421258,-0.04954656861484187,-0.08212703850079925,-0.46130527142103767,-0.5781322764266051,-0.05460728601903533,-0.4434471687468348,-0.11247977441805626,-0.4131692489358465,-0.26561573361879703,-0.322684558925298,-0.3504355577099387,-0.11280983531954422,-0.18847284621527813,-0.061493228193516186,-0.5480837101992648,-0.7092309446101901,-0.8020290926856857,-0.5090077545044622,-0.2697288074530789,-0.017455813639230305,1.6635907076369094,-0.7617806492361284,-0.3026585656130192,-0.8182755873410452,1.9986076918113689,3.6810257335934717,1.0965886013157895,-0.1623604623246129,-0.10255481090282567,-0.17552282309363412,-0.14034528556365883,-0.16619292329083746,3
1.5190150026261238,-0.6419985735033049,-0.0107501024823598,-0.09457363191280957,-0.22283131517486438,0.7776194365701542,-0.008465104437936723,-0.5963894240378745,2.7231958728375596,0.27204291631723077,0.019695250250816653,-0.4613307361475217,-0.5781506480375292,-0.054614829838764076,-0.44347625456593753,-0.11248506207442631,-0.41316775044435444,-0.2656104390757751,-0.322684558925298,-0.3504335521627947,-0.11280372560499152,-0.18847284621527813,0.2170844945241794,2.828637292422365,-0.6375181471383978,-0.47873122645480054,-0.5071604830787643,-0.2697288074530789,-0.017455813639230305,-0.6011093927186426,-0.7617806492361284,-0.3026585656130192,0.315014237549251,-0.48770348762328675,-0.20664341510347697,-0.8099914444601981,-0.1623604623246129,-0.10255481090282567,-0.17552282309363412,-0.14034528556365883,-0.16619292329083746,0
-0.6570128223658981,-0.6419920260342545,-0.0107501024823598,-0.12425936406501001,-0.2990909936165055,-0.2010756347817451,-0.3008141321470587,-0.6693524882220847,-0.5065556883910838,-0.04713558213289549,-0.08622230063963539,-0.4612968700152852,-0.5781355241898333,-0.05459439866033206,-0.44342914507532527,-0.11242701535783067,-0.4131692489358465,-0.26561573361879703,-0.322684558925298,-0.3504355577099387,-0.11280983531954422,-0.18847284621527813,-0.04639127675910444,-0.4713400510487732,-0.7072389224581959,-0.7950614662582959,-0.5090062511911275,-0.2697288074530789,-0.017455813639230305,1.6635907076369094,-0.7617806492361284,-0.3026585656130192,-0.8182755873410452,-0.40043014222687834,3.7132428737366734,-0.8099914444601981,-0.1623604623246129,-0.10255481090282567,-0.17552282309363412,-0.14034528556365883,-0.16619292329083746,3
-0.6570128223658981,-0.6419871456329698,-0.0107501024823598,-0.12425936406501001,-0.2990909936165055,-0.2010756347817451,-0.3008141321470587,-0.6693524882220847,-0.5065556883910838,-0.04783132394615768,-0.10209919956433869,-0.4612771364808433,-0.578124860658339,-0.0545887407955355,-0.44340988168037854,-0.1124032796559029,-0.4131692489358465,-0.26561573361879703,-0.322684558925298,-0.3504355577099387,-0.11280983531954422,-0.18847284621527813,-0.06883493120365265,-0.4713400510487732,-0.7072389224581959,-0.7950614662582959,-0.5090062511911275,-0.2697288074530789,-0.017455813639230305,1.6635907076369094,-0.7617806492361284,-0.3026585656130192,-0.8182755873410452,-0.40043014222687834,3.7132428737366734,-0.8099914444601981,-0.1623604623246129,-0.10255481090282567,-0.17552282309363412,-0.14034528556365883,-0.16619292329083746,3
-0.6570128223658981,-0.6419963507462841,-0.012297121630095269,-0.12567297035797192,-0.30467097008784505,-0.2238359852783009,-0.31473551441892167,-0.6679886926298565,-0.44618650033073537,-0.047288252750730106,-0.08398014880929852,-0.46128319330824624,-0.5781586499198215,-0.05451581720482431,-0.4434766360193028,-0.11248553208832586,-0.4131692489358465,-0.26561573361879703,-0.322684558925298,-0.3504355577099387,-0.11280983531954422,-0.18847284621527813,-0.0027494873218623173,-0.5480837101992648,-0.7072389224581959,-0.7973840084007592,-0.5090032445644581,-0.2697288074530789,-0.017455813639230305,1.6635907076369094,-0.7617806492361284,-0.3026585656130192,0.315014237549251,1.9986076918113689,-0.20650917701954696,2.367641965166448,-0.1623604623246129,-0.10255481090282567,-0.17552282309363412,-0.14034528556365883,-0.16619292329083746,3
-0.6570128223658981,-0.19689012710949963,-0.0107501024823598,-0.12567297035797192,-0.30467097008784505,-0.2238359852783009,-0.31473551441892167,-0.6679886926298565,-0.44618650033073537,-0.04954649040915392,-0.14123927435063452,0.7385109139129897,0.3848136949570917,-0.054603514109170956,1.3112088442764371,2.0495784058867486,0.1495295970588953,1.7225391970709754,-0.322684558925298,0.40266785963144747,2.181450323244568,-0.18847284621527813,-0.1241621111253299,-0.5480837101992648,-0.7072389224581959,-0.796454991543774,-0.5090036955584585,-0.2697288074530789,-0.017455813639230305,1.6635907076369094,-0.7617806492361284,-0.3026585656130192,0.315014237549251,1.9986076918113689,-0.20650917701954696,2.367641965166448,-0.16225885729897085,-0.10255481090282567,-0.1754531853399289,-0.14023276053792927,-0.16619292329083746,3
-0.6570128223658981,-0.4212995551254747,-0.007656064186888868,-0.12143215147908616,-0.2990909936165055,-0.1555549337886335,-0.29385344101112726,-0.6700343860181988,-0.536740282421258,-0.04954625316644156,-0.14123725810559215,0.1335891260579482,-0.0990854499768626,-0.05452996186681571,-0.15309629162270819,-0.11245333613620602,-0.4131692489358465,-0.26561573361879703,-0.322684558925298,-0.3504355577099387,-0.11280983531954422,-0.18847284621527813,-0.12416631580137336,-0.31785273274779,-0.7072389224581959,-0.7880938398309062,-0.5090077545044622,-0.2697288074530789,-0.017455813639230305,-0.6011093927186426,1.31271383829813,-0.3026585656130192,-0.8182755873410452,-0.46582129272877265,-0.20664341510347697,-0.8099914444601981,-0.16140172772368291,-0.10255481090282567,-0.17486572839200534,-0.139283510961903,-0.16619292329083746,2
-0.6570128223658981,-0.6419876530014201,-0.009203083334624334,-0.12567297035797192,-0.30467097008784505,-0.2238359852783009,-0.31473551441892167,-0.6700343860181988,-0.536740282421258,-0.04954656861484187,-0.08743774151537999,-0.46130129866393005,-0.5781325124429507,-0.054615144164586106,-0.44344426016492455,-0.11248517957790119,-0.4131692489358465,-0.26561573361879703,-0.322684558925298,-0.3504355577099387,-0.11280983531954422,-0.18847284621527813,-0.067123652066238,-0.5480837101992648,-0.7092309446101901,-0.8020290926856857,-0.5090077545044622,-0.2697288074530789,-0.017455813639230305,1.6635907076369094,-0.7617806492361284,-0.3026585656130192,-0.8182755873410452,1.9986076918113689,3.6810257335934717,1.0965886013157895,-0.1623604623246129,-0.10255481090282567,-0.17552282309363412,-0.14034528556365883,-0.16619292329083746,3
1.5190150026261238,-0.6419996848818152,-0.0107501024823598,-0.09669404135225246,-0.22841129164620397,0.7093383850804867,-0.02934717784573115,-0.6257110292707815,1.4252583295400671,0.2317156509497372,0.060596241138299034,-0.46133373199737454,-0.5781496284819287,-0.054615144164586106,-0.44347634992927887,-0.11248517957790119,-0.41316915719146946,-0.2656154094631018,-0.322684558925298,-0.35043543492133805,-0.11280946125538793,-0.18847284621527813,0.30381126259804364,2.5984063149708905,-0.6660704646503152,-0.5669878278684043,-0.5087479819602235,-0.2697288074530789,-0.017455813639230305,-0.6011093927186426,-0.7617806492361284,-0.3026585656130192,0.315014237549251,-0.48770348762328675,-0.20664341510347697,1.0965886013157895,-0.1623604623246129,-0.10255481090282567,-0.17552282309363412,-0.14034528556365883,-0.16619292329083746,0
-0.6570128223658981,-0.5211599101739307,-0.009203083334624334,-0.12567297035797192,-0.30467097008784505,-0.2238359852783009,-0.31473551441892167,-0.6700343860181988,-0.536740282421258,-0.04954656861484187,-0.14123395333831565,-0.13559605634058022,-0.3158735089599061,-0.05457616776265426,-0.20498512588461978,-0.1123997545516562,-0.4131692489358465,-0.26561573361879703,-0.322684558925298,-0.3504355577099387,-0.11280983531954422,-0.18847284621527813,-0.12415857210815502,-0.5480837101992648,-0.7092309446101901,-0.8020290926856857,-0.5090077545044622,-0.2697288074530789,-0.017455813639230305,1.6635907076369094,-0.7617806492361284,-0.3026585656130192,-0.8182755873410452,1.9986076918113689,3.6810257335934717,1.0965886013157895,-0.1623604623246129,-0.10255481090282567,-0.17552282309363412,-0.14034528556365883,-0.16619292329083746,3
-0.6570128223658981,-0.64200275325292,-0.012297121630095269,-0.12531956878473147,-0.30281097793073186,-0.2010756347817451,-0.3077748232829902,-0.6679886926298565,-0.44618650033073537,-0.03175884613590085,0.19702343924768825,-0.46133496941346513,-0.5781586499198215,-0.054599113547662524,-0.4434766360193028,-0.11248553208832586,-0.4131692489358465,-0.26561573361879703,-0.322684558925298,-0.3504355577099387,-0.11280983531954422,-0.18847284621527813,0.59309236769027,-0.4713400510487732,-0.7072389224581959,-0.7942872856215596,-0.50900575008662,-0.2697288074530789,-0.017455813639230305,1.6635907076369094,-0.7617806492361284,-0.3026585656130192,0.315014237549251,-0.40043014222687834,-0.20650917701954696,-0.1744647625348689,-0.1623604623246129,-0.10255481090282567,-0.17552282309363412,-0.14034528556365883,-0.16619292329083746,3
-0.6570128223658981,-0.6419807672867363,-0.009203083334624334,-0.12567297035797192,-0.30467097008784505,-0.2238359852783009,-0.31473551441892167,-0.6700343860181988,-0.536740282421258,-0.04954656861484187,-0.10334438259658993,-0.46128273741670905,-0.578140834439962,-0.05456705231381536,-0.4434306708887864,-0.11245380615010558,-0.4131692489358465,-0.26561573361879703,-0.322684558925298,-0.3504355577099387,-0.11280983531954422,-0.18847284621527813,-0.08398792362812124,-0.5480837101992648,-0.7092309446101901,-0.8020290926856857,-0.5090077545044622,-0.2697288074530789,-0.017455813639230305,1.6635907076369094,-0.7617806492361284,-0.3026585656130192,-0.8182755873410452,1.9986076918113689,3.6810257335934717,1.0965886013157895,-0.1623604623246129,-0.10255481090282567,-0.17552282309363412,-0.14034528556365883,-0.16619292329083746,3
1.5190150026261238,-0.6419997573630225,-0.0107501024823598,-0.11189030900159316,-0.2684011230241377,0.21999084940453711,-0.1790020372682579,-0.6366213940086073,0.9423048250572794,0.13527586251986048,0.06399799674394648,-0.46133392737890366,-0.578149785832064,-0.054615144164586106,-0.44347634992927887,-0.11248517957790119,-0.41316915719146946,-0.2656154094631018,-0.322684558925298,-0.35043543492133805,-0.11280946125538793,-0.18847284621527813,0.3110243561018182,0.9484176432353212,-0.6766945827942844,-0.6566379545674859,-0.5086152769756015,-0.2697288074530789,-0.017455813639230305,-0.6011093927186426,-0.7617806492361284,-0.3026585656130192,0.315014237549251,-0.48770348762328675,-0.20664341510347697,2.367641965166448,-0.1623604623246129,-0.10255481090282567,-0.17552282309363412,-0.14034528556365883,-0.16619292329083746,0
